session_title,slug,session_id,begins_at,ends_at,place,vimeo_event_id,vimeo_video_id,caption_label,vtt_chars,text_chars,status,crawled_at
AACR-Cancer Research Institute Lloyd J. Old Award in Cancer Immunology,aacr-cancer-research-institute-lloyd-j-old-award-in-cancer-immunology,,2026-04-21T15:00:00-07:00,2026-04-21T15:45:00-07:00,Room 30,5845342,1179908175,English (auto-generated),68092,38302,ok,2026-06-11T05:08:04.382015Z
AACR-Irving Weinstein Foundation Distinguished Lectureship,aacr-irving-weinstein-foundation-distinguished-lectureship,,2026-04-19T15:00:00-07:00,2026-04-19T15:45:00-07:00,Ballroom 6 A,5845347,1179908179,English (auto-generated),73050,44229,ok,2026-06-11T05:08:11.542221Z
AACR-Minorities in Cancer Research Jane Cooke Wright Lectureship,aacr-minorities-in-cancer-research-jane-cooke-wright-lectureship,,2026-04-20T15:00:00-07:00,2026-04-20T15:45:00-07:00,Room 5,5845350,1179908181,English (auto-generated),54987,28767,ok,2026-06-11T05:08:18.440443Z
"Advanced Antibody, Conjugate, and Targeted Therapeutic Platforms",advanced-antibody-conjugate-and-targeted-therapeutic-platforms,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Ballroom 6 CF,5841844,1179383906,English (auto-generated),180378,105434,ok,2026-06-11T05:08:26.373337Z
Advanced Cellular and Immune-Based Therapeutics,advanced-cellular-and-immune-based-therapeutics,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Ballroom 20 AB,5841789,1179383823,English (auto-generated),147239,82303,ok,2026-06-11T05:08:32.757667Z
Advances in Cancer Epigenetics,advances-in-cancer-epigenetics,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Room 33,5842001,1179385225,English (auto-generated),155330,85714,ok,2026-06-11T05:08:40.481723Z
Advances in Cancer Research,advances-in-cancer-research,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Room 16,5841936,1179384823,English (auto-generated),160129,90172,ok,2026-06-11T05:08:49.518623Z
AI in Cancer Care: Practical Applications Transforming Oncology,ai-in-cancer-care-practical-applications-transforming-oncology,,2026-04-17T15:00:00-07:00,2026-04-17T16:30:00-07:00,Room 29,5841997,1179385218,English (auto-generated),119342,71445,ok,2026-06-11T05:08:56.996114Z
Clinical Trial Design Workshop: Real World Evidence in Clinical Trial Design,clinical-trial-design-workshop-real-world-evidence-in-clinical-trial-design,,2026-04-17T15:00:00-07:00,2026-04-17T16:30:00-07:00,Room 31,5841975,1179385125,English (auto-generated),131243,74634,ok,2026-06-11T05:09:03.791898Z
Combating T Cell Checkpoints,combating-t-cell-checkpoints,,2026-04-19T15:00:00-07:00,2026-04-19T16:30:00-07:00,Room 31,5842010,1179385311,English (auto-generated),118841,68845,ok,2026-06-11T05:09:10.546672Z
Decoding Tumor Evolution through the Human Tumor Atlas Network: An Ecological and Evolutionary Perspective,decoding-tumor-evolution-through-the-human-tumor-atlas-network-an-ecological-and,,2026-04-17T15:00:00-07:00,2026-04-17T16:30:00-07:00,Room 30,5841974,1179385123,English (auto-generated),126954,76429,ok,2026-06-11T05:09:17.486527Z
From Real World Data to Medicine-based Evidence,from-real-world-data-to-medicine-based-evidence,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Room 17,5841982,1179385151,English (auto-generated),174572,100384,ok,2026-06-11T05:09:25.448564Z
Innovative Targeted and Cellular Therapies for Exploiting Cancer Vulnerabilities,innovative-targeted-and-cellular-therapies-for-exploiting-cancer-vulnerabilities,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Room 5,5842008,1179385272,English (auto-generated),168649,94926,ok,2026-06-11T05:09:32.418022Z
Integrative Computational Approaches,integrative-computational-approaches,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Room 30,5842004,1179385240,English (auto-generated),174296,103467,ok,2026-06-11T05:09:39.171135Z
"Liquid Biopsy Frontiers: ctDNA, Fragmentomics, and MRD to Guide Precision Oncology",liquid-biopsy-frontiers-ctdna-fragmentomics-and-mrd-to-guide-precision-oncology,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Ballroom 6 DE,5841856,1179383932,English (auto-generated),161291,89649,ok,2026-06-11T05:09:49.221786Z
Modifiers of Inflammation and the Tumor Microenvironment,modifiers-of-inflammation-and-the-tumor-microenvironment,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Room 14,5841941,1179384865,English (auto-generated),142135,82131,ok,2026-06-11T05:09:56.098417Z
New Drugs on the Horizon: Part 2,new-drugs-on-the-horizon-part-2,,2026-04-19T15:00:00-07:00,2026-04-19T16:30:00-07:00,Ballroom 20 CD,5841803,1179383841,English (auto-generated),110950,60641,ok,2026-06-11T05:10:03.328594Z
"Next Generation Extracellular Vesicles and Particles as Biomarkers, Targets, and Deliverables",next-generation-extracellular-vesicles-and-particles-as-biomarkers-targets-and-d,,2026-04-17T15:00:00-07:00,2026-04-17T16:30:00-07:00,Ballroom 20 CD,5841796,1179383833,English (auto-generated),123095,65538,ok,2026-06-11T05:10:10.139171Z
NK Cell-Based Cancer Immunotherapy: From Biology to the Clinic,nk-cell-based-cancer-immunotherapy-from-biology-to-the-clinic,,2026-04-17T15:00:00-07:00,2026-04-17T16:30:00-07:00,Room 17,5841918,1179384703,English (auto-generated),138327,84036,ok,2026-06-11T05:10:17.528714Z
Nonclinical Models of Cancer,nonclinical-models-of-cancer,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Room 28,5841885,1179384364,English (auto-generated),144784,81446,ok,2026-06-11T05:10:26.950513Z
"Noncoding RNA Regulation of Cancer Hallmarks, Therapeutic Resistance, and Biomarker Discovery",noncoding-rna-regulation-of-cancer-hallmarks-therapeutic-resistance-and-biomarke,,2026-04-19T15:00:00-07:00,2026-04-19T16:45:00-07:00,Room 15,5842034,1179385515,English (auto-generated),151427,81994,ok,2026-06-11T05:10:34.376988Z
Pathobiology of Sarcomas and Emerging Technologies,pathobiology-of-sarcomas-and-emerging-technologies,,2026-04-17T15:00:00-07:00,2026-04-17T16:30:00-07:00,Room 33,5841880,1179384184,English (auto-generated),135079,81926,ok,2026-06-11T05:10:41.146896Z
Patient Advocate Poster Symposium: Advancing Cancer Research Through Patient and Community Partnerships,patient-advocate-poster-symposium-advancing-cancer-research-through-patient-and-,,2026-04-21T15:00:00-07:00,2026-04-21T16:30:00-07:00,Room 1,5841898,1179384474,English (auto-generated),138480,81042,ok,2026-06-11T05:10:48.405628Z
Population Sciences at the Forefront 1: Risk Factors Influencing Cancer Incidence and Survival,population-sciences-at-the-forefront-1-risk-factors-influencing-cancer-incidence,,2026-04-19T15:00:00-07:00,2026-04-19T17:00:00-07:00,Room 11,5841919,1179384723,English (auto-generated),154567,86196,ok,2026-06-11T05:10:55.537841Z
Researcher Town Hall: Navigating Policy Challenges and Securing Funding,researcher-town-hall-navigating-policy-challenges-and-securing-funding,,2026-04-19T15:00:00-07:00,2026-04-19T16:30:00-07:00,Room 1,5844064,1179686894,English (auto-generated),142503,86156,ok,2026-06-11T05:11:02.598057Z
The Dark Side of Cancer Therapies: Therapy-Induced Comorbidities Across the Lifespan,the-dark-side-of-cancer-therapies-therapy-induced-comorbidities-across-the-lifes,,2026-04-17T15:00:00-07:00,2026-04-17T16:30:00-07:00,Room 28,5841922,1179384743,English (auto-generated),108495,66106,ok,2026-06-11T05:11:09.156064Z
Therapeutic Advances in ADCs,therapeutic-advances-in-adcs,,2026-04-19T15:30:00-07:00,2026-04-19T17:30:00-07:00,Hall H,5841868,1179383959,English (auto-generated),153787,83936,ok,2026-06-11T05:11:17.715813Z
Using Multiplex Assays of Variant Effects (MAVEs) in Clinical Oncology Practice,using-multiplex-assays-of-variant-effects-maves-in-clinical-oncology-practice,,2026-04-17T15:00:00-07:00,2026-04-17T16:30:00-07:00,Room 16,5842009,1179385281,English (auto-generated),132680,79593,ok,2026-06-11T05:11:24.562088Z
AACR Award for Outstanding Achievement in Basic Cancer Research,aacr-award-for-outstanding-achievement-in-basic-cancer-research,,2026-04-20T16:15:00-07:00,2026-04-20T17:00:00-07:00,Room 5,5844063,1179686893,English (auto-generated),59088,32798,ok,2026-06-11T05:11:32.605828Z
AACR Award for Outstanding Achievement in Blood Cancer Research,aacr-award-for-outstanding-achievement-in-blood-cancer-research,,2026-04-21T16:15:00-07:00,2026-04-21T17:00:00-07:00,Room 30,5845338,1179908164,English (auto-generated),71025,41585,ok,2026-06-11T05:11:38.971773Z
AACR Daniel D. Von Hoff Award for Outstanding Contributions to Education and Training in Cancer Research,aacr-daniel-d-von-hoff-award-for-outstanding-contributions-to-education-and-trai,,2026-04-21T16:00:00-07:00,2026-04-21T16:45:00-07:00,Room 29,5845341,1179908171,English (auto-generated),68920,41510,ok,2026-06-11T05:11:45.802121Z
AACR Margaret Foti Award for Leadership and Extraordinary Achievements in Cancer Research,aacr-margaret-foti-award-for-leadership-and-extraordinary-achievements-in-cancer,,2026-04-20T16:15:00-07:00,2026-04-20T17:00:00-07:00,Ballroom 6 A,5845340,1179908170,English (auto-generated),50768,29938,ok,2026-06-11T05:11:52.751079Z
AACR-ASCO Joint Session: Next Generation of CAR T-Cell Therapies,aacr-asco-joint-session-next-generation-of-car-t-cell-therapies,,2026-04-20T16:45:00-07:00,2026-04-20T18:15:00-07:00,Ballroom 6 CF,5841846,1179383910,English (auto-generated),130985,76536,ok,2026-06-11T05:11:59.776045Z
AACR-Princess Takamatsu Memorial Lectureship,aacr-princess-takamatsu-memorial-lectureship,,2026-04-19T16:30:00-07:00,2026-04-19T17:15:00-07:00,Ballroom 6 B,5845343,1179908172,English (auto-generated),76843,40898,ok,2026-06-11T05:12:06.392248Z
AACR-Waun Ki Hong Award for Outstanding Achievement in Translational and Clinical Cancer Research,aacr-waun-ki-hong-award-for-outstanding-achievement-in-translational-and-clinica,,2026-04-19T16:30:00-07:00,2026-04-19T17:15:00-07:00,Room 29,5845344,1179908173,English (auto-generated),84276,52421,ok,2026-06-11T05:12:12.921554Z
Discovery Science Plenary. The Next Frontier in Minimal Residual Disease: Solid Tumors,discovery-science-plenary-the-next-frontier-in-minimal-residual-disease-solid-tu,,2026-04-18T16:15:00-07:00,2026-04-18T18:15:00-07:00,Hall H,5841863,1179383949,English (auto-generated),180401,106404,ok,2026-06-11T05:12:20.864857Z
Extracellular Matrix Remodeling in the Tumor Microenvironment and Distant Niches,extracellular-matrix-remodeling-in-the-tumor-microenvironment-and-distant-niches,,2026-04-17T16:45:00-07:00,2026-04-17T18:15:00-07:00,Ballroom 20 CD,5841801,1179383839,English (auto-generated),117586,66089,ok,2026-06-11T05:12:27.751708Z
Foundation Models and Multimodal AI for Cancer Research,foundation-models-and-multimodal-ai-for-cancer-research,,2026-04-17T16:45:00-07:00,2026-04-17T18:15:00-07:00,Room 29,5842015,1179385340,English (auto-generated),115698,67477,ok,2026-06-11T05:12:35.518828Z
Implementation Science Approaches to Advancing Equitable Cancer Prevention and Control,implementation-science-approaches-to-advancing-equitable-cancer-prevention-and-c,,2026-04-17T16:45:00-07:00,2026-04-17T18:15:00-07:00,Room 28,5842018,1179385351,English (auto-generated),129919,76430,ok,2026-06-11T05:12:41.999531Z
Intratumoral Drug Responses,intratumoral-drug-responses,,2026-04-17T16:45:00-07:00,2026-04-17T18:15:00-07:00,Room 30,5842030,1179385451,English (auto-generated),99483,57520,ok,2026-06-11T05:12:48.657158Z
Leveraging NCI-supported Cancer Epidemiology Cohorts to Advance Cancer Prevention and Control,leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio,,2026-04-20T16:00:00-07:00,2026-04-20T17:00:00-07:00,Room 2,5841931,1179384786,English (auto-generated),91332,52047,ok,2026-06-11T05:12:55.733176Z
Mechanisms of Resistance to Targeted and IO Therapies and Strategies for Overcoming Resistance,mechanisms-of-resistance-to-targeted-and-io-therapies-and-strategies-for-overcom,,2026-04-17T16:45:00-07:00,2026-04-17T18:15:00-07:00,Ballroom 20 AB,5841781,1179383812,English (auto-generated),117347,68298,ok,2026-06-11T05:13:02.135189Z
Modernizing Nonclinical Safety Assessment in Oncology Product Development: Current Progress and Future Directions,modernizing-nonclinical-safety-assessment-in-oncology-product-development-curren,,2026-04-19T16:45:00-07:00,2026-04-19T18:15:00-07:00,Room 1,5844066,1179686897,English (auto-generated),133075,77205,ok,2026-06-11T05:13:08.899736Z
NCI Funding of Extramural Cancer Biology Research,nci-funding-of-extramural-cancer-biology-research,,2026-04-21T16:00:00-07:00,2026-04-21T17:00:00-07:00,Room 2,5841906,1179384563,English (auto-generated),87818,49749,ok,2026-06-11T05:13:15.505843Z
NCI Opportunities in Technology Development for Cancer Research,nci-opportunities-in-technology-development-for-cancer-research,,2026-04-19T16:00:00-07:00,2026-04-19T17:00:00-07:00,Room 2,5841972,1179385095,English (auto-generated),94374,57255,ok,2026-06-11T05:13:22.056433Z
Power in Numbers: Leveraging Adult Data in Pediatric Cancer Drug Development,power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,,2026-04-20T16:00:00-07:00,2026-04-20T17:30:00-07:00,Room 1,5841999,1179385222,English (auto-generated),130170,76471,ok,2026-06-11T05:13:28.517436Z
Taste and Smell in Cancer: Undervalued Drivers of Nutrition and Patient Impact,taste-and-smell-in-cancer-undervalued-drivers-of-nutrition-and-patient-impact,,2026-04-17T16:45:00-07:00,2026-04-17T18:15:00-07:00,Room 33,5842031,1179385486,English (auto-generated),135346,78809,ok,2026-06-11T05:13:36.100978Z
When Tumors Act Like Viruses: Mechanisms and Therapeutic Frontiers,when-tumors-act-like-viruses-mechanisms-and-therapeutic-frontiers,,2026-04-17T16:45:00-07:00,2026-04-17T18:15:00-07:00,Room 31,5841981,1179385150,English (auto-generated),142705,83642,ok,2026-06-11T05:13:42.690373Z
A. John Iafrate: Integrating Digital Pathology and Molecular Pathology for Next-Generation Cancer Diagnostics,a-john-iafrate-integrating-digital-pathology-and-molecular-pathology-for-next-ge,,2026-04-20T17:00:00-07:00,2026-04-20T17:45:00-07:00,Room 29,5842012,1179385320,English (auto-generated),95882,56146,ok,2026-06-11T05:13:48.756616Z
AACR Award for Outstanding Achievement in Chemistry in Cancer Research,aacr-award-for-outstanding-achievement-in-chemistry-in-cancer-research,,2026-04-20T17:15:00-07:00,2026-04-20T18:00:00-07:00,Ballroom 6 A,5845339,1179908169,English (auto-generated),63636,35386,ok,2026-06-11T05:13:56.214076Z
AACR-American Cancer Society Award for Research Excellence in Cancer Epidemiology and Prevention,aacr-american-cancer-society-award-for-research-excellence-in-cancer-epidemiolog,,2026-04-21T17:15:00-07:00,2026-04-21T18:00:00-07:00,Room 29,5845351,1179908182,English (auto-generated),75753,45823,ok,2026-06-11T05:14:02.478607Z
AACR-G.H.A. Clowes Award for Outstanding Basic Cancer Research,aacr-gha-clowes-award-for-outstanding-basic-cancer-research,,2026-04-20T17:30:00-07:00,2026-04-20T18:15:00-07:00,Room 5,5845345,1179908174,English (auto-generated),66185,39084,ok,2026-06-11T05:14:08.808661Z
AACR-Joseph H. Burchenal Award for Outstanding Achievement in Clinical Cancer Research,aacr-joseph-h-burchenal-award-for-outstanding-achievement-in-clinical-cancer-res,,2026-04-20T17:00:00-07:00,2026-04-20T17:45:00-07:00,Ballroom 6 DE,5845352,1179908183,English (auto-generated),85874,51429,ok,2026-06-11T05:14:16.897944Z
AACR-St. Baldrick’s Foundation Award for Outstanding Achievement in Pediatric Cancer Research,aacr-st-baldricks-foundation-award-for-outstanding-achievement-in-pediatric-canc,,2026-04-20T17:00:00-07:00,2026-04-20T17:45:00-07:00,Room 30,5845348,1179908178,English (auto-generated),82354,50884,ok,2026-06-11T05:14:23.616849Z
AI in Cancer Research and Care: What We’ve Learned and What Comes Next?,ai-in-cancer-research-and-care-what-weve-learned-and-what-comes-next,,2026-04-21T17:00:00-07:00,2026-04-21T18:30:00-07:00,Ballroom 20 CD,5841818,1179383863,English (auto-generated),137473,79658,ok,2026-06-11T05:14:30.968095Z
"Cell Therapy at a Crossroads: Exploring the Evolving Landscape between Autologous, Allogeneic, and In Vivo Engineering",cell-therapy-at-a-crossroads-exploring-the-evolving-landscape-between-autologous,,2026-04-21T17:00:00-07:00,2026-04-21T18:30:00-07:00,Ballroom 20 AB,5841795,1179383830,English (auto-generated),116616,67639,ok,2026-06-11T05:14:39.528569Z
Christopher R. Flowers: Applying Molecular Classifications to Therapy and Trials in Large B-Cell Lymphoma,christopher-r-flowers-applying-molecular-classifications-to-therapy-and-trials-i,,2026-04-21T17:00:00-07:00,2026-04-21T17:45:00-07:00,Room 5,5841995,1179385194,English (auto-generated),68207,42337,ok,2026-06-11T05:14:45.861055Z
Daniel SW Tan: Leveraging Novel Technologies to Delineate Therapeutic Resistance in Contemporary Clinical Trials,daniel-sw-tan-leveraging-novel-technologies-to-delineate-therapeutic-resistance-,,2026-04-21T17:00:00-07:00,2026-04-21T17:45:00-07:00,Room 31,5841953,1179384985,English (auto-generated),58965,31905,ok,2026-06-11T05:14:51.363959Z
Juanita L. Merchant: Granulocyte Reprogramming in Gastric Metaplasia and the Tumor Immune Microenvironment,juanita-l-merchant-granulocyte-reprogramming-in-gastric-metaplasia-and-the-tumor,,2026-04-20T17:00:00-07:00,2026-04-20T17:45:00-07:00,Room 28,5841921,1179384725,English (auto-generated),66777,35727,ok,2026-06-11T05:14:57.953588Z
Kurt Schalper: Correcting Altered Tumor-Immune Cell Interactions for Anti-Cancer Treatment,kurt-schalper-correcting-altered-tumor-immune-cell-interactions-for-anti-cancer-,,2026-04-21T17:00:00-07:00,2026-04-21T17:45:00-07:00,Ballroom 6 B,5841836,1179383891,English (auto-generated),75791,47086,ok,2026-06-11T05:15:04.481131Z
Leveraging Novel Technologies and Knowledge Bases to Optimize Success in Clinical Trials,leveraging-novel-technologies-and-knowledge-bases-to-optimize-success-in-clinica,,2026-04-21T17:00:00-07:00,2026-04-21T18:30:00-07:00,Ballroom 6 A,5841821,1179383868,English (auto-generated),120066,70225,ok,2026-06-11T05:15:11.841784Z
Maria Blasco: Targeting Telomeres in Cancer,maria-blasco-targeting-telomeres-in-cancer,,2026-04-21T17:00:00-07:00,2026-04-21T17:45:00-07:00,Ballroom 6 DE,5841861,1179383945,English (auto-generated),68124,38369,ok,2026-06-11T05:15:17.930927Z
Multicancer Early Detection (MCED): Where We Are and How We Realize the Hope,multicancer-early-detection-mced-where-we-are-and-how-we-realize-the-hope,,2026-04-21T17:00:00-07:00,2026-04-21T18:30:00-07:00,Ballroom 6 CF,5841851,1179383919,English (auto-generated),137279,79482,ok,2026-06-11T05:15:27.318768Z
"Pharma, Biotech, and Academia: Advancing Drug Discovery and Development in an AI World",pharma-biotech-and-academia-advancing-drug-discovery-and-development-in-an-ai-wo,,2026-04-20T17:00:00-07:00,2026-04-20T18:30:00-07:00,Ballroom 6 B,5841820,1179383867,English (auto-generated),150492,93343,ok,2026-06-11T05:15:35.045856Z
Presidential Address: Mapping the Molecular Landscape of Head and Neck Cancer to Inform Pan-Tumor Targeting,presidential-address-mapping-the-molecular-landscape-of-head-and-neck-cancer-to-,,2026-04-19T17:30:00-07:00,2026-04-19T18:15:00-07:00,Ballroom 20 CD,5841805,1179383844,English (auto-generated),61448,37293,ok,2026-06-11T05:15:42.243938Z
Reducing Research Friction: How Scientists and Survivors Can Accelerate Progress,reducing-research-friction-how-scientists-and-survivors-can-accelerate-progress,,2026-04-21T17:00:00-07:00,2026-04-21T18:30:00-07:00,Room 33,5841944,1179384926,English (auto-generated),120163,68903,ok,2026-06-11T05:15:49.433654Z
Science of Community Outreach and Engagement: Navigating Change and Maintaining Impact,science-of-community-outreach-and-engagement-navigating-change-and-maintaining-i,,2026-04-20T17:00:00-07:00,2026-04-20T18:30:00-07:00,Room 31,5841966,1179385086,English (auto-generated),147464,89415,ok,2026-06-11T05:15:58.036321Z
The Making of Cancer: From Cellular Events to Systemic Disease—Breakthrough Discoveries from Cancer Grand Challenges,the-making-of-cancer-from-cellular-events-to-systemic-diseasebreakthrough-discov,,2026-04-20T17:00:00-07:00,2026-04-20T19:00:00-07:00,Room 11,5841896,1179384449,English (auto-generated),174718,100865,ok,2026-06-11T05:16:05.137989Z
